00Annotation	counts.Mast%20cell%20-%20stimulated%2c%20donor1.CNhs11073.11487-119E2.hg38.nobarcode	counts.Mast%20cell%2c%20donor1.CNhs12566.11563-120D6.hg38.nobarcode	counts.Mast%20cell%2c%20donor2.CNhs12594.11565-120D8.hg38.nobarcode	counts.Mast%20cell%2c%20donor3.CNhs12593.11566-120D9.hg38.nobarcode	counts.Mast%20cell%2c%20donor4.CNhs12592.11567-120E1.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor5.CNhs13925.11940-126A5.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%20and%20stimulated%2c%20donor8.CNhs13927.11942-126A7.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor5.CNhs13924.11939-126A4.hg38.nobarcode	counts.Mast%20cell%2c%20expanded%2c%20donor8.CNhs13926.11941-126A6.hg38.nobarcode
LDHAL6B	0	0	0	0	0	0	0	0	0
LDHB	1209	6423	521	928	687	3588	811	4808	2852
LDHBP2	0	4	0	1	1	0	1	2	0
LDHC	0	0	0	0	0	0	0	0	0
LDHD	4	56	5	12	14	41	13	81	32
LDLR	134	478	457	307	544	193	89	501	335
LDLR-AS1	0	6	1	0	0	2	0	2	1
LDLRAD1	0	0	0	0	0	0	0	0	0
LDLRAD3	34	139	141	196	284	119	32	135	55
LDLRAD4	3	88	122	177	299	196	52	163	272
LDLRAP1	5	77	48	91	93	71	7	89	81
LDOC1	48	184	112	166	187	203	32	189	203
LEAP2	0	0	0	0	0	0	0	0	0
LECT2	0	0	0	0	0	0	0	0	0
LEF1	2	0	8	5	22	1	0	0	1
LEF1-AS1	0	0	0	0	1	0	0	0	0
LEFTY1	0	0	0	0	0	0	0	0	0
LEFTY2	0	0	0	0	0	0	0	0	0
LEKR1	1	10	44	62	82	12	1	7	11
LELP1	0	0	0	0	0	0	0	0	0
LEMD1	0	0	0	0	0	0	0	0	0
LEMD1-AS1	0	0	0	0	0	0	0	0	0
LEMD1-DT	0	0	0	0	0	0	0	0	0
LEMD2	0	153	132	237	176	123	25	146	150
LEMD3	19	167	164	234	245	191	33	202	129
LENEP	0	0	0	0	0	0	0	0	0
LENG1	48	258	119	162	266	276	59	299	197
LENG8	291	1311	993	2267	1767	2308	368	1634	1419
LENG8-AS1	8	67	30	55	42	81	11	74	66
LENG9	1	44	50	73	72	36	12	52	48
LEO1	897	2054	284	303	327	1209	122	1625	606
LEP	0	0	0	0	0	0	0	0	0
LEPR	72	2	48	70	58	25	8	0	2
LEPR,p1@LEPROT	54	502	186	270	277	541	44	385	278
LEPROT	4	25	27	44	27	27	4	20	20
LEPROTL1	146	1125	461	782	700	1571	256	1444	1070
LETM1	7	159	90	130	160	212	66	155	228
LETM2	51	35	417	565	1157	65	11	40	48
LETMD1	85	472	217	329	404	733	173	578	473
LETR1	0	0	0	0	1	0	0	0	0
LFNG	93	2342	924	379	1167	921	353	800	1826
LGALS1	991	11845	1485	1150	2483	10606	2387	16356	7844
LGALS12	3	52	1	2	0	125	7	40	10
LGALS13	0	0	0	0	0	0	0	0	0
LGALS14	0	0	0	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0	0	0	0
LGALS17A	0	0	0	0	0	0	0	0	0
LGALS2	0	0	1	0	0	0	0	0	0
LGALS2,p35@LGALS3	0	0	2	1	2	0	0	0	0
LGALS2,p36@LGALS3	0	0	0	0	0	0	0	0	0
LGALS3	376	10463	14322	14704	26109	21887	6143	17671	11599
LGALS3BP	1	5	9	3	11	1	0	4	1
LGALS4	0	0	0	0	0	0	0	0	0
LGALS7B	0	0	0	0	0	0	0	0	0
LGALS8	353	2273	947	1366	1209	1552	263	1624	1385
LGALS9	478	1732	343	580	724	1174	188	1512	1194
LGALS9C	0	0	1	1	0	3	0	0	0
LGALSL	1	4	30	33	26	40	4	7	1
LGI1	0	0	2	0	0	0	0	0	0
LGI2	0	2	0	0	1	0	0	0	0
LGI3	0	0	0	0	0	0	0	0	2
LGI4	0	0	3	3	2	1	0	0	0
LGMN	0	0	3	5	6	0	0	0	0
LGR4	0	1	5	5	4	1	0	1	1
LGR5	0	0	8	2	0	0	0	0	0
LGR6	0	0	0	0	1	0	0	0	0
LGSN	0	0	0	0	0	0	0	0	0
LHB	0	0	0	0	0	0	0	0	0
LHCGR	0	0	0	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0	0	0	0
LHFPL2	2	16	17	25	7	11	1	36	6
LHFPL3	0	0	0	0	0	0	0	0	0
LHFPL3-AS1	0	0	0	0	1	0	0	0	0
LHFPL3-AS2	0	0	0	0	0	0	0	0	0
LHFPL4	0	1	0	0	0	0	0	0	0
LHFPL5	0	0	0	0	0	0	0	0	0
LHFPL6	0	1	18	26	19	7	1	7	1
LHPP	51	275	52	74	107	141	14	173	133
LHX1	0	0	0	0	0	0	0	0	0
LHX1-DT	0	0	0	0	0	0	0	0	0
LHX2	0	1	0	0	1	1	0	1	1
LHX3	0	0	0	0	0	0	0	0	0
LHX4	0	0	0	0	0	0	0	0	0
LHX5	0	0	0	0	0	0	0	0	0
LHX5-AS1	0	0	0	0	0	0	0	0	0
LHX6	0	0	0	0	1	0	1	0	0
LHX8	0	0	0	0	0	0	0	0	0
LHX9	0	0	8	5	40	0	0	3	0
LIAS	17	124	38	69	92	140	32	115	87
LIF	1477	1370	1362	862	1307	8896	438	3511	612
LIF-AS2	11	84	20	28	17	88	2	72	18
LIFR	0	0	9	6	5	0	0	0	0
LIFR-AS1	0	0	0	1	0	0	0	0	0
LIG1	45	155	90	144	148	131	39	221	219
LIG3	58	246	93	160	167	288	40	198	111
LIG4	85	127	7	19	9	163	19	121	52
LILRA1	0	0	4	2	0	0	0	0	1
LILRA2	0	0	13	32	14	1	0	2	0
LILRA4	0	0	0	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0	0	0	0
LILRA6,p2@LILRB3	0	0	1	0	0	0	0	0	0
LILRB1	0	0	2	6	0	0	1	1	3
LILRB2	0	1	0	1	0	0	0	1	0
LILRB3	0	0	2	1	11	0	0	0	0
LILRB4	0	0	2	1	1	0	0	0	0
LILRB5	0	0	1	8	1	0	0	0	0
LILRP1	0	1	0	1	7	0	0	0	0
LIM2	0	0	0	0	0	0	0	0	0
LIMA1	32	128	52	47	52	325	40	121	84
LIMCH1	1	2	4	2	3	12	0	1	0
LIMD1	19	337	285	360	581	544	49	545	327
LIMD1-AS1	0	0	0	0	0	0	0	0	0
LIMD2	46	1202	156	136	108	241	136	377	641
LIME1	0	0	3	1	7	0	0	0	1
LIMK1	382	1026	86	120	160	690	633	660	976
LIMK2	13	158	32	33	71	182	42	181	230
LIMS1	1336	1784	181	322	364	2662	295	1046	1099
LIMS2	0	0	6	5	3	1	0	0	0
LIMS4	0	0	0	0	0	0	0	0	0
LIN28A	0	0	0	0	0	0	0	0	0
LIN28B	0	0	0	0	0	0	0	0	0
LIN28B-AS1	0	0	0	0	0	0	0	0	0
LIN37	40	98	56	98	110	71	14	96	58
LIN52	18	97	31	46	66	107	18	105	70
LIN54	432	296	143	129	197	196	32	137	171
LIN7A	13	0	2	17	2	0	9	0	2
LIN7B	1	26	20	22	41	18	5	34	23
LIN7C	204	361	131	211	215	311	30	232	147
LIN9	9	37	10	10	10	25	5	47	45
LINC-PINT	309	317	523	661	862	434	123	215	275
LINC00051	0	0	0	0	0	0	0	0	0
LINC00052	0	0	0	0	0	0	0	0	0
LINC00092	2	10	2	0	0	5	0	2	1
LINC00115	17	38	32	39	33	39	4	26	35
LINC00158	0	0	0	0	0	0	0	0	0
LINC00173	0	3	2	0	6	4	0	2	0
LINC00174	11	80	73	101	115	107	23	86	43
LINC00184	0	0	0	0	0	0	0	0	0
LINC00189	0	0	0	0	0	0	0	0	0
LINC00200	0	0	0	0	0	0	0	0	0
LINC00205	2	65	39	70	74	95	9	79	62
LINC00211	0	0	0	0	0	1	1	0	1
LINC00221	0	0	0	0	0	7	0	6	0
LINC00226	0	0	0	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0	0	0	0
LINC00237	0	2	3	15	4	0	0	1	1
LINC00239	0	0	0	0	0	0	0	0	0
LINC00243	5	79	27	30	2	111	6	91	82
LINC00261	0	0	0	0	0	0	0	0	0
LINC00265	12	103	33	54	34	106	8	91	78
LINC00271	0	5	60	53	108	23	0	6	8
LINC00276	0	0	0	0	0	0	0	0	0
LINC00278	0	0	0	0	0	0	0	0	0
LINC00293	0	0	0	0	0	0	0	0	0
LINC00299	1	8	16	9	21	9	1	12	10
LINC00301	0	0	0	0	0	0	0	0	0
LINC00302	0	0	0	0	0	0	0	0	0
LINC00304	0	0	0	0	0	0	0	0	0
LINC00309	0	0	4	11	11	0	0	0	0
LINC00310	0	0	0	0	0	0	0	0	0
LINC00319	0	0	0	0	0	0	0	0	0
LINC00320	0	0	0	0	0	0	0	0	0
LINC00322	0	0	9	1	8	0	0	0	0
LINC00323	0	45	3	0	0	58	1	58	11
LINC00324	0	8	8	10	12	12	0	7	17
LINC00326	0	0	0	0	0	0	0	0	0
LINC00327	0	0	1	0	1	0	0	0	0
LINC00331	0	0	0	0	0	0	0	0	0
LINC00334	1	1	0	1	3	0	0	0	0
LINC00336	0	0	0	0	0	0	0	0	0
LINC00339	0	7	3	5	5	9	2	5	8
LINC00342	1	12	4	2	3	9	0	3	2
LINC00343	0	0	0	0	0	0	0	0	0
LINC00347	0	0	0	0	0	0	0	0	0
LINC00351	0	0	0	0	0	0	0	0	0
LINC00354	0	0	1	0	0	0	0	0	0
LINC00355	0	0	0	0	42	0	0	0	0
LINC00365	0	0	0	0	0	0	0	0	0
LINC00368	0	0	0	0	0	0	0	0	0
LINC00378	0	0	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	0	0
LINC00385	0	0	0	0	0	0	0	0	0
LINC00390	0	10	11	41	15	13	4	12	11
LINC00391	0	0	0	0	0	0	0	0	0
LINC00392	0	0	0	0	0	0	0	0	0
LINC00393	0	0	0	0	0	0	0	0	0
LINC00400	0	0	0	0	0	0	0	0	0
LINC00402	0	0	0	0	0	0	0	0	0
LINC00404	0	0	0	0	0	0	0	0	0
LINC00411	1	0	0	0	0	0	0	0	0
LINC00426	2	6	0	1	1	10	1	22	8
LINC00431	0	0	0	0	0	0	0	0	0
LINC00442	0	0	0	0	0	0	0	0	0
LINC00456	0	0	0	0	0	0	0	0	0
LINC00458	0	0	0	0	0	0	0	0	0
LINC00460	0	0	0	0	0	0	0	0	0
LINC00461	0	0	1	0	0	0	0	0	0
LINC00462	0	0	0	0	0	0	0	0	0
LINC00463	0	0	0	0	0	0	0	0	0
LINC00466	0	0	0	0	0	0	0	0	1
LINC00467	19	141	61	155	126	145	11	83	35
LINC00471	4	11	2	4	10	22	2	16	10
LINC00472	0	1	5	4	2	0	0	0	0
LINC00473,p21@PDE10A	0	0	0	0	1	5	0	0	0
LINC00473,p23@PDE10A	0	0	0	1	0	0	0	0	0
LINC00473,p25@PDE10A	0	0	0	0	0	0	0	0	0
LINC00474	0	0	0	0	0	0	0	0	0
LINC00475	0	1	0	0	0	0	0	0	0
LINC00476	17	138	55	58	60	89	16	66	64
LINC00477	0	0	0	0	0	0	0	0	0
LINC00482	0	1	0	2	2	0	0	1	0
LINC00484	0	0	0	0	9	0	0	0	0
LINC00485	0	0	0	0	0	0	0	0	0
LINC00494	0	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0	0	0	0	0
LINC00504	25	14	7	10	9	25	1	14	6
LINC00506	2	14	1	3	5	4	2	6	5
LINC00507	0	0	0	0	0	0	0	0	0
LINC00508	0	0	0	0	0	0	0	0	0
LINC00511	1	1	0	2	2	1	2	3	8
LINC00511,p1@LINC00673	9	22	21	29	27	4	7	8	64
LINC00511,p6@LINC00673	0	0	0	0	0	0	0	0	0
LINC00513	0	1	62	74	78	2	0	0	0
LINC00517	0	0	0	1	0	0	0	0	0
LINC00518	0	0	1	0	2	0	0	0	0
LINC00520	2	19	5	8	1	160	31	139	68
LINC00523	0	0	0	0	0	0	0	0	0
LINC00526	0	0	1	1	1	0	0	1	0
LINC00528	0	30	81	51	59	13	1	17	21
LINC00534	1	0	1	0	0	0	0	0	0
LINC00535	0	0	0	2	0	0	0	0	0
LINC00539	0	0	0	0	0	0	1	2	0
LINC00540	0	0	0	0	0	2	0	1	0
LINC00543	0	0	0	0	0	0	0	0	0
LINC00544	0	0	0	0	0	0	0	0	0
LINC00547	0	0	0	0	0	0	0	0	0
LINC00551	4	34	10	4	6	18	5	21	14
LINC00556	0	0	0	0	0	0	0	0	0
LINC00564	0	0	0	0	0	0	0	0	0
LINC00567	0	0	0	0	0	0	0	0	0
LINC00570	0	0	0	0	0	0	0	0	0
LINC00571	49	41	40	55	61	105	22	53	18
LINC00574	0	2	1	1	0	0	0	0	4
LINC00578	0	0	0	0	0	0	0	0	0
LINC00589	0	0	0	0	1	0	0	0	0
LINC00595	0	2	0	2	1	17	0	16	9
LINC00598	0	0	0	0	0	0	0	0	0
LINC00601	0	0	0	0	0	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0
LINC00604	0	0	0	0	0	0	0	0	0
LINC00607	0	0	0	0	0	0	0	0	0
LINC00608	0	0	0	0	0	0	0	0	0
LINC00613	0	0	0	0	0	0	0	0	0
LINC00616	0	0	0	0	0	0	0	0	0
LINC00619	0	0	0	0	0	0	0	0	0
LINC00621	0	0	1	0	0	0	0	0	0
LINC00624	0	1	0	0	0	0	0	0	0
LINC00626	0	0	0	0	0	0	0	0	0
LINC00630	12	42	7	23	7	41	8	34	24
LINC00632	1	0	4	4	4	0	0	0	1
LINC00634	0	0	0	0	0	0	0	0	0
LINC00635	0	0	0	0	0	0	0	0	0
LINC00636	0	0	0	0	0	0	0	0	0
LINC00639	0	0	0	0	0	0	0	0	0
LINC00643	1	0	1	1	0	0	0	0	0
LINC00645	0	0	0	0	0	0	0	0	0
LINC00649	1	6	8	10	7	4	2	2	0
LINC00652	0	0	0	0	0	0	0	0	0
LINC00653	5	48	11	36	22	47	8	44	42
LINC00654	3	34	6	29	32	8	5	25	17
LINC00658	0	0	0	0	0	0	0	0	0
LINC00659	0	0	0	0	0	1	0	0	0
LINC00661	0	0	0	0	0	0	0	0	0
LINC00662	47	126	59	96	114	161	44	84	59
LINC00663	1	6	4	10	5	8	1	15	2
LINC00665	10	21	57	80	84	21	2	26	14
LINC00667	52	310	137	242	209	271	14	177	97
LINC00668	0	0	0	0	0	0	0	0	0
LINC00670	0	0	0	0	0	0	0	0	0
LINC00671	0	0	0	0	0	0	0	0	0
LINC00672	0	0	0	0	0	0	0	1	1
LINC00674	72	388	151	351	282	433	74	365	382
LINC00676	0	0	1	0	0	1	0	2	0
LINC00677	0	0	0	0	2	0	0	0	0
LINC00680	8	47	37	45	62	63	13	60	74
LINC00681	0	0	0	0	0	0	0	0	0
LINC00682	0	0	0	0	0	0	0	0	0
LINC00683	0	0	0	0	0	0	0	0	0
LINC00683,p1@LINC00908	0	0	1	1	0	0	0	0	0
LINC00685	1	47	17	25	36	0	0	0	0
LINC00692	0	0	0	0	0	0	0	0	0
LINC00693	0	0	0	0	0	0	0	0	0
LINC00696	0	0	0	0	0	0	0	0	0
LINC00698	0	0	0	0	0	0	0	1	0
LINC00702	0	0	0	0	0	0	0	0	0
LINC00703	0	0	0	0	0	0	0	0	0
LINC00706	0	0	0	0	0	0	0	0	0
LINC00707	0	0	0	0	0	0	0	0	0
LINC00710	0	0	0	0	0	0	0	0	0
LINC00836	0	0	0	0	0	0	0	0	0
LINC00837	0	0	0	0	0	0	0	0	0
LINC00839	0	1	0	0	1	0	0	0	0
LINC00840	0	0	0	0	0	0	0	0	0
LINC00842	0	0	0	0	0	0	0	0	0
LINC00844	0	0	0	0	0	0	0	0	0
LINC00847	4	321	81	98	140	365	59	412	285
LINC00857	0	1	0	0	0	0	0	0	0
LINC00861	0	0	0	0	0	0	0	0	0
LINC00862	0	0	0	0	0	0	0	0	0
LINC00865	0	0	0	0	0	0	0	0	0
LINC00867	0	0	0	0	0	0	0	0	0
LINC00868	0	0	0	0	0	0	0	0	0
LINC00869	0	0	0	0	3	0	0	0	0
LINC00870	0	0	1	0	0	0	0	0	0
LINC00871	0	0	0	0	0	0	0	0	0
LINC00877	0	1	87	74	216	3	0	10	1
LINC00879	0	0	0	0	0	0	0	0	0
LINC00880	0	0	0	0	0	0	0	0	0
LINC00881	0	1	7	34	28	3	0	1	2
LINC00882	0	2	1	2	5	2	0	2	2
LINC00884	14	9	17	14	27	20	1	3	4
LINC00885	0	0	1	3	1	1	0	0	0
LINC00886	0	16	17	35	31	26	4	26	17
LINC00887	0	0	0	0	1	0	0	0	0
LINC00888	22	135	25	59	42	92	14	70	70
LINC00892	0	0	3	1	1	3	6	0	48
LINC00893	9	17	73	137	100	48	11	36	31
LINC00894	0	8	9	9	26	23	5	6	15
LINC00895	0	0	0	0	0	0	0	0	0
LINC00896	1	15	0	3	4	5	1	10	13
LINC00898	0	0	0	0	0	0	0	0	0
LINC00900	9	105	9	3	18	182	21	142	45
LINC00901	0	0	0	0	0	0	0	0	0
LINC00904	0	0	0	0	0	0	0	0	0
LINC00905	0	0	0	0	0	0	0	0	0
LINC00906	0	0	0	0	1	0	0	1	0
LINC00907	0	0	0	0	0	0	0	0	0
LINC00910	2	9	19	38	39	17	3	13	13
LINC00911	0	0	0	0	0	0	0	0	0
LINC00917	0	0	0	0	0	0	0	0	0
LINC00919	0	0	0	0	0	0	0	0	0
LINC00920	2	9	10	22	15	0	4	14	19
LINC00921	11	160	36	59	102	101	36	102	137
LINC00921,p2@ZNF263	3	113	30	47	52	69	15	65	75
LINC00922	0	0	0	0	0	0	0	0	0
LINC00923	1	6	3	2	1	3	0	2	2
LINC00924	0	0	0	0	0	0	0	0	0
LINC00926	0	0	0	0	0	1	0	0	0
LINC00927	0	0	0	0	0	0	0	0	0
LINC00929	0	0	0	0	0	0	0	0	0
LINC00933	0	0	0	0	0	0	0	0	0
LINC00938	38	84	45	118	53	119	15	106	49
LINC00939	0	0	0	0	0	0	0	0	0
LINC00940	0	0	0	0	0	0	0	0	0
LINC00941	0	0	0	1	1	0	0	0	0
LINC00942	0	0	0	0	0	0	0	0	0
LINC00943	0	0	0	0	0	0	0	0	0
LINC00944	0	0	1	0	0	0	1	0	0
LINC00954	1	11	17	28	36	7	3	21	14
LINC00955	0	0	0	0	0	0	0	0	0
LINC00958	0	0	1	0	0	1	0	0	0
LINC00960	3	5	12	48	35	4	0	5	3
LINC00963	301	569	602	428	895	1010	124	462	321
LINC00964	3	0	6	6	3	1	0	0	0
LINC00967	0	0	0	0	0	0	0	0	0
LINC00968	0	0	1	1	3	0	0	0	0
LINC00973	615	591	19	16	24	990	168	398	251
LINC00977	0	0	0	0	0	0	0	0	0
LINC00987	0	3	1	3	4	25	0	4	1
LINC00989	0	0	0	0	0	0	0	0	0
LINC00992	0	0	0	0	0	0	0	0	0
LINC00996	0	1	5	3	8	1	17	7	98
LINC01003	0	58	22	25	32	35	5	56	42
LINC01004	1	6	51	35	86	17	5	10	6
LINC01006	3	87	83	108	150	93	5	86	67
LINC01007	0	0	0	0	0	0	0	0	0
LINC01010	24	0	7	0	9	6	1	0	0
LINC01011	0	2	1	1	0	4	0	6	4
LINC01011,p4@NQO2	2	26	17	21	27	7	0	13	10
LINC01012	0	7	2	8	3	8	1	8	4
LINC01013	0	0	3	2	2	0	0	0	1
LINC01014	0	0	0	0	0	0	0	0	0
LINC01015	0	0	0	0	0	0	0	0	0
LINC01016	0	0	0	0	0	0	0	0	0
LINC01018	0	0	0	0	1	0	0	0	0
LINC01023	3	22	8	22	14	15	3	15	13
LINC01028	0	0	1	1	0	0	0	0	0
LINC01029	0	0	0	0	0	0	0	0	0
LINC01030	0	0	0	0	0	0	0	0	0
LINC01031	0	0	0	0	0	0	0	0	0
LINC01033	0	0	0	0	1	0	0	0	0
LINC01035	0	0	0	0	0	0	0	0	0
LINC01036	0	1	0	0	0	0	1	5	1
LINC01053	0	0	0	0	0	0	0	0	0
LINC01054	0	0	0	0	0	0	0	0	0
LINC01055	0	0	0	0	0	0	0	0	0
LINC01058	2	8	19	12	51	2	2	1	14
LINC01060	0	0	0	0	0	0	0	1	0
LINC01063	0	1	1	5	0	6	0	1	0
LINC01069	0	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0	0
LINC01081	0	0	0	0	0	0	0	0	0
LINC01082	0	0	0	0	0	0	0	0	0
LINC01085	0	0	2	4	1	2	1	0	1
LINC01088	5	15	9	19	19	20	3	6	10
LINC01089	76	272	102	362	192	556	50	304	214
LINC01090	0	0	0	0	0	0	0	0	0
LINC01091	0	0	4	1	4	0	0	0	0
LINC01093	0	0	0	0	0	0	0	0	0
LINC01094	3	13	4	2	8	18	6	20	18
LINC01095	0	0	0	0	0	0	0	0	0
LINC01096	0	0	0	1	0	1	0	0	0
LINC01097	0	0	0	0	0	0	0	0	0
LINC01102	0	0	1	0	0	0	0	0	0
LINC01107	0	0	0	0	0	0	0	0	0
LINC01108	0	0	0	0	0	0	0	0	0
LINC01109	0	0	0	0	0	0	0	0	0
LINC01111	0	0	0	0	0	0	0	0	0
LINC01114	0	0	0	0	0	0	0	0	0
LINC01115	0	0	28	2	5	0	0	0	0
LINC01116	0	0	1	0	2	0	1	0	1
LINC01117	0	0	1	0	2	0	0	0	0
LINC01118	0	0	0	0	0	0	0	0	0
LINC01118,p2@SOCS5	7	11	12	6	9	16	4	16	18
LINC01119	0	0	0	0	0	0	0	0	0
LINC01120	0	0	0	0	0	0	0	0	0
LINC01121	0	0	0	0	0	0	0	0	0
LINC01122	0	0	0	0	0	0	0	0	0
LINC01123	0	0	0	0	0	0	0	0	0
LINC01126	0	2	39	123	14	7	1	3	3
LINC01127	0	0	0	0	0	0	0	0	0
LINC01128	10	15	5	23	31	14	4	9	12
LINC01132	0	12	57	121	93	32	5	27	5
LINC01133	0	0	1	1	0	0	0	0	0
LINC01134	0	4	1	2	3	20	2	3	3
LINC01135	0	6	1	16	19	1	0	2	3
LINC01136	144	111	77	90	160	53	4	50	61
LINC01137	3	76	44	16	70	26	4	12	23
LINC01138	0	0	0	0	0	0	0	0	0
LINC01139	0	0	0	0	0	0	0	0	0
LINC01140	28	126	148	362	565	277	32	350	143
LINC01141	0	0	0	0	0	0	0	0	0
LINC01146	0	0	0	0	0	0	0	0	0
LINC01150	0	3	4	9	2	1	0	1	2
LINC01151	0	0	0	2	0	0	0	0	0
LINC01152	0	0	0	0	0	0	0	0	0
LINC01159	0	0	0	0	0	0	0	0	0
LINC01162	0	0	0	0	0	0	0	0	0
LINC01163	0	0	0	0	0	0	0	0	0
LINC01164	0	0	0	0	0	0	0	0	0
LINC01166	0	0	0	0	0	0	0	0	0
LINC01169	0	0	0	1	0	1	0	0	0
LINC01170	0	0	0	0	0	0	0	0	0
LINC01173	0	0	0	0	0	0	0	0	0
LINC01182	0	12	0	4	1	2	0	2	2
LINC01184	55	131	46	55	100	166	18	148	78
LINC01185	0	1	5	5	10	5	2	1	1
LINC01186	0	0	0	0	0	0	0	0	0
LINC01187	0	0	0	0	0	0	0	0	0
LINC01191	0	0	0	0	0	0	0	0	0
LINC01193	0	0	0	0	0	0	0	0	0
LINC01194	0	0	0	0	0	0	0	0	0
LINC01198	0	0	1	1	1	0	0	0	0
LINC01202	0	0	0	0	0	0	0	0	0
LINC01203	0	0	0	0	0	0	0	0	0
LINC01204	0	0	0	0	0	0	0	0	1
LINC01205	0	0	0	0	0	0	0	0	0
LINC01206	0	0	0	0	0	0	0	0	0
LINC01210	0	0	0	0	0	0	0	0	0
LINC01215	5	1	5	6	4	18	0	0	0
LINC01220	0	5	113	152	190	2	0	5	1
LINC01221	0	0	0	0	0	0	0	0	0
LINC01222	0	0	0	0	0	0	0	0	0
LINC01224	0	1	1	1	0	1	0	1	0
LINC01226	0	0	0	0	0	0	0	0	0
LINC01227	0	0	0	0	0	0	0	0	0
LINC01229	0	0	0	1	0	0	0	0	0
LINC01230	0	0	0	0	0	0	0	0	0
LINC01232	0	0	0	0	0	0	0	0	0
LINC01234	0	0	0	0	0	0	0	0	0
LINC01235	0	0	0	0	1	0	0	0	0
LINC01237	4	25	36	49	57	33	7	35	33
LINC01238	0	0	0	0	0	0	0	0	0
LINC01239	0	0	0	0	0	0	0	0	0
LINC01242	0	0	0	0	0	0	0	0	0
LINC01248	0	0	0	0	0	0	0	0	0
LINC01249	0	0	0	0	0	0	0	0	0
LINC01252	0	0	0	0	0	0	0	0	0
LINC01255	0	0	1	0	0	0	0	0	0
LINC01259	0	0	0	0	0	0	0	0	0
LINC01260	0	2	0	0	0	1	1	0	2
LINC01262	0	0	0	1	0	0	0	0	0
LINC01264	0	16	7	11	7	3	0	6	1
LINC01266	2	1	1	0	1	0	0	1	1
LINC01269	0	0	0	0	0	0	0	0	0
LINC01270	0	2	0	0	0	7	2	5	1
LINC01273	0	0	0	9	1	0	0	0	0
LINC01275	0	10	2	3	8	8	10	5	7
LINC01278	160	206	123	224	244	244	30	197	170
LINC01281	0	0	0	0	0	0	0	0	0
LINC01291	0	0	1	0	0	0	0	0	0
LINC01299	0	0	0	0	0	0	0	0	0
LINC01300	0	0	0	0	0	0	0	0	0
LINC01301	0	1	2	1	4	1	1	0	6
LINC01303	0	0	0	0	0	0	0	0	0
LINC01304	0	0	0	0	0	0	0	0	0
LINC01311	3	14	11	13	14	17	7	14	12
LINC01315	0	0	1	2	0	0	0	1	1
LINC01320	0	0	1	0	0	0	0	0	0
LINC01322	0	0	0	0	0	0	0	0	0
LINC01331	0	0	0	0	0	0	0	0	0
LINC01333	0	0	0	0	0	0	0	0	0
LINC01338	0	0	0	0	0	0	0	0	0
LINC01339	0	0	0	0	0	0	0	0	0
LINC01340	88	412	65	161	204	121	12	417	234
LINC01348	0	0	0	0	0	0	0	0	0
LINC01350	0	0	0	0	0	0	0	0	0
LINC01351	0	0	0	0	0	0	0	0	0
LINC01353	19	42	15	15	18	22	4	21	20
LINC01354	0	0	0	0	0	0	0	0	0
LINC01356	0	0	0	0	0	0	0	0	0
LINC01357	0	0	0	0	0	0	0	0	0
LINC01358	1	11	2	6	2	8	3	8	0
LINC01359	0	0	9	5	58	0	0	0	0
LINC01360	0	0	0	0	0	0	0	0	0
LINC01363	1	0	0	0	0	0	0	0	0
LINC01364	0	0	0	0	0	0	0	0	0
LINC01366	0	29	18	9	26	31	1	49	20
LINC01370	0	0	0	0	0	0	0	0	0
LINC01372,p3@STAG3L4	0	0	0	0	0	0	0	0	0
LINC01372,p4@STAG3L4	0	0	0	0	0	0	0	0	0
LINC01376	11	38	17	43	47	47	7	55	36
LINC01377	0	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	0	0	0
LINC01389	1	11	7	13	10	3	3	16	17
LINC01397	0	0	0	0	0	0	0	0	0
LINC01399	1	0	0	0	0	0	0	0	0
LINC01405	0	0	0	0	0	0	0	0	0
LINC01411	0	0	0	0	0	0	0	0	0
LINC01412	1	5	11	13	9	9	2	11	2
LINC01414	0	0	0	0	0	0	0	0	0
LINC01422	0	0	0	0	0	0	0	0	0
LINC01423	0	0	0	0	0	0	0	0	0
LINC01424	2	5	0	1	0	1	0	5	7
LINC01426	0	0	0	0	0	3	0	4	1
LINC01429	0	0	0	0	0	0	0	0	0
LINC01431	3	7	12	9	17	6	1	6	7
LINC01432	0	0	0	0	0	0	0	0	0
LINC01436	0	0	0	0	0	0	0	0	0
LINC01443	0	0	0	0	0	0	0	0	0
LINC01444	0	0	0	0	0	0	0	0	0
LINC01445	0	0	0	0	0	0	0	0	0
LINC01446	0	0	0	0	0	0	0	0	0
LINC01447	0	0	0	0	0	0	0	0	0
LINC01450	0	0	0	0	1	0	0	0	1
