logFC	AveExpr	t	P.Value	adj.P.Val	B
MT-ND4L	1.25767394058292	8.52461107468329	2.12569305099534	0.0459753480010917	0.984113259833708	-4.41197761597916
LFNG	-1.15762733575779	7.43179435790992	-2.10215510789639	0.0482044649471327	0.984113259833708	-4.41283285202516
HLTF	0.678672718345304	5.41599426447053	2.3597081175584	0.0283966700283391	0.984113259833708	-4.41305133055547
ITSN1	1.20222867425852	3.2148759346213	2.93181546639795	0.00815562550233087	0.984113259833708	-4.41348986534213
GEMIN7	-1.29398119286931	3.76670732906812	-2.90042312991369	0.00875139563857486	0.984113259833708	-4.41352050441754
RNASEH1	1.36906463367328	3.87887320518963	2.41771075058875	0.0251269608499995	0.984113259833708	-4.41425266660892
C5orf15	0.641378376291986	6.32092230152095	2.12878753602534	0.0456893319486142	0.984113259833708	-4.41435501047699
TRIB3	-1.45734805807452	3.83039995454967	-2.6935404983125	0.0138533432541586	0.984113259833708	-4.41456070655765
GEMIN4	-1.08842293654239	4.49684642591388	-2.42201915974465	0.0248986098364356	0.984113259833708	-4.4153480920672
PVT1	0.809576774318973	6.29839684281024	2.10018430685755	0.0483954637625334	0.984113259833708	-4.41576805923619
CD9	0.738180862243263	8.74823873811179	2.10964105866194	0.0474851553847368	0.984113259833708	-4.41653537181543
ACTG1	0.962866402606196	10.3173631297633	2.15660519572434	0.0431896724129618	0.984113259833708	-4.41672808672891
ACO1	0.765174974709185	4.93408206033639	2.30910450910052	0.0315665001007281	0.984113259833708	-4.41676777618895
RPS6	-0.610997632190056	10.1728603384716	-2.16407336721538	0.0425400648434844	0.984113259833708	-4.41692620581118
TMEM260	-0.778251577612256	4.296974997528	-2.68749832324836	0.0140383163010112	0.984113259833708	-4.41782296431766
TMEM230	0.578630092137413	6.67303753723756	2.07711061015475	0.0506829622950629	0.984113259833708	-4.4181729257079
POLR2E	-0.663636796223062	7.1063820259258	-2.09238247573233	0.0491582932985949	0.984113259833708	-4.41877721297041
DPAGT1	0.79435610394566	4.90036651348331	2.39049006777416	0.0266152883345579	0.984113259833708	-4.42051876894489
NLK	-1.03142995058698	4.87565928451319	-2.32973043833409	0.0302369940751535	0.984113259833708	-4.42175260571087
KDELR1	0.470508431946496	6.96780777988077	2.07662341198705	0.0507322951531867	0.984113259833708	-4.42187499299413
FDX1	-1.24540705675627	6.55977037480833	-2.06434650595778	0.0519897828988448	0.984113259833708	-4.4225115494639
PPP1R7	-0.621280018436452	5.52686679037379	-2.16109552650807	0.0427980163063858	0.984113259833708	-4.42335462270778
ADRB2	1.10497555358956	7.40011175129657	2.07591682334492	0.0508039199163287	0.984113259833708	-4.42360274289003
SRPRB	0.76622636975287	6.30650630121326	2.04874794217547	0.0536278744459034	0.984113259833708	-4.42380360710724
CCPG1	0.664616030945246	6.02439363532726	2.13966798450942	0.0446964231700958	0.984113259833708	-4.42523897077315
TMEM203	-0.840233471148789	4.28789504232586	-2.53112787863825	0.0197218266337581	0.984113259833708	-4.42630755404334
ATP13A3	-0.985199304996931	5.97933667549576	-2.07797212325701	0.0505958326245725	0.984113259833708	-4.42680556719494
RPS27	-0.945341821775837	9.91908445893401	-2.11308024567982	0.0471579531063201	0.984113259833708	-4.42696295384403
UQCRC2	0.680881091339622	6.80168221092584	2.05914372599881	0.0525310901012561	0.984113259833708	-4.4269822685959
