logFC	AveExpr	t	P.Value	adj.P.Val	B
PRKAR2B	-2.40171177250404	1.78638052448783	-2.38559993026613	0.0265109891244707	0.91945783720622	-3.48135616711157
PSMC3IP	-1.55043894228181	1.8104740550248	-2.39362545250454	0.0260623067976057	0.91945783720622	-3.48255978123159
NISCH	0.673584363664875	5.40618323484321	2.6330190966269	0.0155178339628192	0.805843551291211	-3.48554014272459
ADORA2B	-0.72366223995695	3.73969849863359	-2.52340338793614	0.0197187755646213	0.88176513643429	-3.48628503404782
FMO5	-1.12907472995847	2.53585945653087	-2.44335916329084	0.0234351790812744	0.891085207793416	-3.48837591972221
SIN3B	0.549478167311641	5.76988940380756	2.63965226858106	0.0152928010427419	0.805843551291211	-3.48947885555378
ITSN1	1.00779392194787	3.2148759346213	2.47880802563342	0.0217153004400885	0.889065503380081	-3.4914476483556
DBNDD1	-2.0522342331533	1.34557527403158	-2.36742240971306	0.0275537985180874	0.928920929575316	-3.49426980436174
KIAA1109	0.552338478640727	5.35578802077777	2.59107104469564	0.0170148034285267	0.833891366080039	-3.51720737440927
ATM	0.587758334009976	4.7924371081592	2.5514568133034	0.0185522394276637	0.869589140255129	-3.53805783871691
PROCA1	1.30391696408138	1.81626578108497	2.34505762698752	0.0288888126882567	0.928920929575316	-3.53854977143196
TNFRSF8	2.17979136687309	2.57675334138325	2.33980902154619	0.0292106453302321	0.928920929575316	-3.54337810410028
IMPDH2	-0.423723818921152	5.74744511160627	-2.61565796134607	0.0161216834686507	0.805843551291211	-3.56621405714953
SNHG17	-0.827371527788322	4.5387029805242	-2.54396927296248	0.0188570993858425	0.873075011656959	-3.5728915802405
LRRC75A	1.04975151777221	2.31608492111189	2.34290252101565	0.0290205611090837	0.928920929575316	-3.57578938256883
VAMP5	-0.797197184636337	4.8314579606969	-2.61964476163861	0.0159810889888962	0.805843551291211	-3.58192611027077
MICU3	1.43027765150105	3.85014209642295	2.4417069637713	0.0235183508591203	0.891085207793416	-3.58576327353639
SCIN	1.22329338725909	2.30668401207122	2.35860734848178	0.0280730389284798	0.928920929575316	-3.58825384426758
EIF3E	-0.538024363389262	7.85889073257985	-2.62053354947639	0.0159499037126763	0.805843551291211	-3.59672753205033
RRP7BP	0.959434625095306	3.05500484925347	2.40487207331676	0.0254453708372694	0.913034431435876	-3.60399446281526
CEP192	0.822705643234886	4.00165427309753	2.40867071461187	0.0252400729569091	0.908914025082674	-3.60993513748604
SATB1	1.02432226229806	4.92275039065173	2.50823531726364	0.0203777516484433	0.889065503380081	-3.61094918236791
MGAT4A	-0.909482552425199	3.29091907296203	-2.41775837752387	0.0247551476189491	0.903161745647625	-3.61355494883209
ESD	-0.504328527429062	6.56575936871979	-2.60411754577877	0.0165352495315412	0.818372670164505	-3.61365694605334
RTTN	0.687851436414747	4.59399525697216	2.45762539887086	0.0227283136045523	0.8907323629174	-3.62268342654182
SLC44A2	1.14940324608721	6.09662030847971	2.55250992607611	0.0185097337669812	0.869589140255129	-3.63521548292309
EPN2	0.684121070522266	1.40444760842685	2.4583479002862	0.0226930484624395	0.8907323629174	-3.65141579231698
CEP170	0.800370530278718	4.56070395177093	2.43457991607452	0.0238802818112317	0.895243251333751	-3.65283945731314
